Zipcode,Latitude,Longitude,Supply_KW,Demand_Month_1_KWh,Demand_Month_2_KWh,Demand_Month_3_KWh,Demand_Month_4_KWh,Demand_Month_5_KWh,Demand_Month_6_KWh,Demand_Month_7_KWh,Demand_Month_8_KWh,Demand_Month_9_KWh,Demand_Month_10_KWh,Demand_Month_11_KWh,Demand_Month_12_KWh
93306,35.468183,-118.77964899999999,1408.2039999999995,11342682.0,8628619.0,8430602.0,7790551.0,12685473.0,21727113.0,28733234.0,27774834.0,18455087.0,17520933.0,15429648.0,11720122.0
93307,35.24512,-118.9411,13773.729000000007,33753613.0,33347986.0,31726943.0,34208241.0,44089576.0,55729009.0,66345923.0,96764475.0,78262688.0,62931441.0,48576883.0,44861905.0
93308,35.621087,-118.789677,6490.198999999998,236027470.0,212860401.0,228132688.0,233028216.0,238110159.0,249395823.0,272424420.0,274374968.0,247691968.0,200641446.0,179204744.0,185880890.0
93309,35.342890999999995,-119.064803,2412.649,10951172.0,8523425.0,8625912.0,8216715.0,28321588.0,39414726.0,48559937.0,47582149.0,34071690.0,23547555.0,21069618.0,22763057.0
93311,35.192403999999996,-119.17586599999998,13951.268999999998,8233269.0,12906618.0,5712370.0,13294970.0,22076450.0,29389825.0,33929274.0,34915850.0,24968885.0,17766508.0,14182736.0,15760627.0
93312,35.393478,-119.12046000000001,1900.289,10689994.0,8058576.0,7209604.0,6411313.0,11337386.0,20641144.0,39138857.0,39567865.0,18028763.0,17944615.0,16302725.0,18356806.0
93313,35.16319,-119.046322,5623.518999999998,15396970.0,12655044.0,29335058.0,31656633.0,21954599.0,36522530.0,44845095.0,32591168.0,23098852.0,15366030.0,13662359.0,15201678.0
93314,35.393865999999996,-119.244846,2326.4690000000005,5745071.0,4168965.0,3353861.0,2843219.0,8224312.0,9726899.0,13636063.0,13621189.0,8694970.0,4561292.0,4543286.0,6122026.0
93401,35.23575,-120.615973,3272.041,19625426.0,31194615.0,18175837.0,26586435.0,31509456.0,27557291.0,88173847.0,29909664.0,29573137.0,30129615.0,27985101.0,28824944.0
93402,35.295232,-120.83546799999999,298.936,2753335.0,2245309.0,2101053.0,1924843.0,1928432.0,1794179.0,1861541.0,1934705.0,1924658.0,2049902.0,2190055.0,2675141.0
93405,35.296958000000004,-120.733134,837.2740000000001,9530735.0,8415054.0,8276586.0,7736554.0,7934828.0,7560006.0,2343835.0,7928672.0,8419468.0,8630189.0,8148786.0,8464214.0
93407,,,7.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93420,35.176043,-120.476694,1697.7220000000002,10106488.0,5345427.0,4952632.0,23584971.0,4619925.0,44780320.0,48298497.0,39175804.0,46707856.0,25043391.0,20490725.0,20151470.0
93422,35.463544,-120.69291100000001,909.307,12976564.0,10836559.0,11102963.0,10258781.0,11243905.0,14238504.0,9244495.0,15916211.0,13684451.0,11864291.0,11310066.0,13256982.0
93424,35.185911,-120.731793,8.872,366222.0,310198.0,295733.0,749077.0,773408.0,283434.0,301899.0,299024.0,313419.0,316218.0,813803.0,352577.0
93426,35.848621,-120.938911,58.368,515005.0,397600.0,367714.0,350467.0,404868.0,565153.0,762933.0,655520.0,510482.0,366743.0,392000.0,493762.0
93427,34.610436,-120.219523,281.698,1126854.0,919120.0,4009019.0,824808.0,4311956.0,878308.0,1049309.0,1022687.0,5337836.0,7047544.0,2405938.0,5137822.0
93428,35.585018,-121.04146100000001,54.81,3020282.0,2629533.0,2619356.0,2499159.0,2524979.0,2368410.0,1256640.0,2237030.0,2224349.0,2557958.0,2313657.0,2604325.0
93429,34.867662,-120.539904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93430,35.484966,-120.94441699999999,177.435,894628.0,741026.0,712528.0,676447.0,670588.0,656741.0,755316.0,698411.0,942906.0,701239.0,728852.0,830826.0
93432,35.486805,-120.485271,178.60200000000003,659153.0,410139.0,347628.0,321957.0,353833.0,474521.0,608672.0,572494.0,444538.0,582682.0,387498.0,500208.0
93433,35.120888,-120.61966399999999,36.586999999999996,4452530.0,3869013.0,3992637.0,3755214.0,3806625.0,3051857.0,3881248.0,3942460.0,3891288.0,4000279.0,3881627.0,4300442.0
93434,34.919894,-120.604969,105.23200000000001,700107.0,588621.0,568648.0,530820.0,532310.0,510475.0,538903.0,554399.0,553760.0,567819.0,587755.0,733853.0
93435,,,8.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93436,34.595669,-120.352667,1937.8670000000002,2514602.0,2072069.0,1950517.0,1787633.0,1803031.0,3749468.0,4379703.0,1844794.0,1861532.0,1882003.0,1980665.0,3370975.0
93437,34.737964,-120.54373899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93440,34.712216,-120.23014599999999,114.334,605895.0,518665.0,530159.0,488436.0,517002.0,532930.0,598255.0,601041.0,611912.0,591732.0,567623.0,662072.0
93441,34.770604999999996,-119.98520500000001,50.474,396107.0,318330.0,299798.0,277024.0,304311.0,327510.0,404948.0,396134.0,362877.0,316963.0,317359.0,405253.0
93442,35.401934000000004,-120.79936200000002,483.989,4577039.0,3891011.0,3991119.0,3737849.0,3770051.0,3619247.0,1804507.0,4209205.0,3841513.0,4008283.0,4302552.0,4586256.0
93444,35.037198,-120.504593,691.0720000000001,5880703.0,4622263.0,4383093.0,4116725.0,4290124.0,2411957.0,4475447.0,4693559.0,4671116.0,4801621.0,4752459.0,5425136.0
93445,35.044396,-120.620199,57.792,1059856.0,889421.0,865313.0,814909.0,823435.0,1328520.0,848454.0,845033.0,843644.0,861497.0,870382.0,1054234.0
93446,35.662509,-120.74986499999999,11397.992000000006,32789511.0,37616614.0,22926718.0,19531179.0,25212119.0,29441910.0,14514299.0,38312120.0,30569652.0,27862804.0,25464420.0,26960425.0
93449,35.165671,-120.65584399999999,66.92099999999999,5051292.0,4304889.0,4562161.0,4327708.0,4353944.0,4339215.0,4786605.0,4775208.0,4728092.0,4844969.0,4698910.0,4992522.0
93450,36.085423,-120.818522,29.148000000000003,143134.0,110528.0,108460.0,98988.0,98908.0,101150.0,111276.0,110538.0,105661.0,94220.0,100705.0,140207.0
93451,35.886767,-120.60866100000001,2134.831,1032396.0,803888.0,1369517.0,6107310.0,1234098.0,15431558.0,1317714.0,2498849.0,7312257.0,763230.0,784609.0,1056110.0
93452,35.746484,-121.223355,0.0,83980.0,73622.0,71047.0,67208.0,66150.0,62025.0,65103.0,65397.0,64543.0,65846.0,70931.0,77010.0
93453,35.303925,-120.25656599999999,349.43,827361.0,668754.0,611789.0,555491.0,585382.0,745447.0,931151.0,877819.0,685986.0,578044.0,627011.0,838307.0
93454,34.923013,-120.25946299999998,4768.185000000001,16770025.0,14871924.0,34725919.0,15043666.0,14855960.0,14391817.0,15781298.0,16600220.0,16269279.0,27896024.0,15691811.0,15948910.0
93455,34.831792,-120.43350900000002,1183.667,20082623.0,14781956.0,14443908.0,14788461.0,14604686.0,15319087.0,16183817.0,17096752.0,15741399.0,15814773.0,16689457.0,16266493.0
93458,34.959340000000005,-120.490081,5155.156999999998,5070338.0,7516004.0,7817614.0,7296276.0,7845281.0,9652834.0,8309383.0,8481474.0,8315493.0,8670242.0,8207629.0,8957237.0
93460,34.653533,-120.007153,590.094,2151041.0,1598682.0,1494442.0,3267442.0,37710595.0,2489729.0,3066206.0,5500908.0,4658560.0,2391070.0,2334104.0,2852861.0
93461,35.652910999999996,-120.266428,21.989,342336.0,257349.0,246146.0,216679.0,239379.0,347577.0,457426.0,412486.0,307922.0,224824.0,240204.0,312354.0
93463,34.624395,-120.137875,188.131,12289183.0,11308804.0,9424939.0,11127930.0,9686807.0,10123363.0,14694366.0,14715178.0,10660069.0,10272936.0,9186356.0,7562486.0
93465,35.538809,-120.739893,415.134,2417029.0,1959835.0,1694046.0,1530632.0,1889174.0,2578795.0,2950161.0,3075858.0,2598299.0,1794000.0,1896710.0,2506851.0
93560,34.866894,-118.339832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93561,35.118772,-118.49381100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93601,37.393471000000005,-119.741037,69.737,672956.0,542822.0,514294.0,469823.0,483148.0,648132.0,826217.0,795790.0,585184.0,470650.0,540209.0,659424.0
93602,37.028835,-119.316654,581.165,1290335.0,1043120.0,1692791.0,876034.0,1598354.0,2002808.0,2375468.0,2353494.0,1816540.0,1563607.0,1623449.0,1882405.0
93603,36.622507,-118.957187,0.0,112711.0,77855.0,81684.0,78319.0,80446.0,94324.0,113957.0,107575.0,84440.0,80140.0,81500.0,94933.0
93604,37.344149,-119.42213899999999,94.037,512826.0,414952.0,403492.0,389228.0,428216.0,611168.0,937442.0,747688.0,482912.0,365095.0,417265.0,488873.0
93606,36.803197,-120.01856399999998,20.148,160375.0,123319.0,117215.0,104717.0,145463.0,217317.0,277668.0,265940.0,193360.0,116724.0,119484.0,165775.0
93607,,,2619.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93608,36.492478000000006,-120.355526,1462.364,207320.0,151447.0,142517.0,5031850.0,166880.0,227095.0,282389.0,5485752.0,200565.0,133611.0,136342.0,198898.0
93609,36.526596999999995,-119.864103,10871.022999999996,1168906.0,3679769.0,5947331.0,5008162.0,5569544.0,8046091.0,8762944.0,13924985.0,1350062.0,853335.0,900485.0,1242422.0
93610,37.098303,-120.28121200000001,22818.566999999992,7600654.0,5819398.0,6173649.0,9649877.0,15974815.0,22041725.0,27499284.0,24872959.0,17956768.0,14388245.0,11952388.0,11793302.0
93611,36.825296,-119.68019,3483.800999999998,18202301.0,14908028.0,14394209.0,13220299.0,17972075.0,26768871.0,34145023.0,34414307.0,24421926.0,16008733.0,15537209.0,17910581.0
93612,36.814864,-119.710596,2857.535,16918040.0,14398473.0,15293674.0,14801436.0,19465689.0,26320811.0,32188782.0,31893716.0,23883655.0,16671777.0,15051314.0,16369481.0
93614,37.209821000000005,-119.749802,121.286,3876553.0,3082769.0,5270412.0,2493612.0,2856059.0,7597063.0,5733465.0,9121846.0,3773397.0,2633868.0,2919319.0,3687712.0
93615,36.503322,-119.286328,981.193,774613.0,576810.0,560844.0,517497.0,728288.0,1102506.0,1368533.0,1316197.0,910694.0,548791.0,552504.0,802819.0
93616,36.655353000000005,-119.593861,135.827,480423.0,352000.0,324260.0,288417.0,383322.0,577852.0,727678.0,708625.0,502477.0,312730.0,334416.0,480336.0
93618,36.521012,-119.38944599999999,7301.156999999999,7949815.0,12196787.0,9798503.0,14362987.0,15807801.0,20255133.0,14413515.0,15712056.0,11550581.0,7522990.0,9520201.0,8413563.0
93619,36.917573,-119.59348100000001,1661.9930000000004,9106256.0,6859306.0,5651839.0,4948921.0,7253297.0,12955132.0,17824785.0,17732783.0,11607908.0,6727745.0,7006020.0,9364695.0
93620,37.020043,-120.625404,671.3870000000002,3310492.0,2601153.0,1467747.0,1351978.0,1786013.0,2670505.0,3369561.0,3133106.0,2326680.0,1475582.0,1522067.0,2062786.0
93621,36.789273,-119.140345,25.316000000000006,176815.0,142625.0,139441.0,128749.0,135583.0,175056.0,220906.0,213066.0,156280.0,132853.0,139267.0,173428.0
93622,36.814503,-120.57524,7489.403999999998,3258934.0,2713651.0,7065647.0,24218696.0,29319465.0,20283498.0,4866730.0,6545917.0,5276478.0,26792731.0,3640614.0,3182428.0
93623,37.494877,-119.64428000000001,0.0,74222.0,67078.0,63579.0,67267.0,63259.0,65543.0,67102.0,54763.0,44321.0,57883.0,61822.0,72263.0
93624,36.378434000000006,-120.11659099999999,3946.5429999999997,165917.0,125872.0,118789.0,105598.0,140687.0,194169.0,238525.0,234926.0,172911.0,111650.0,112494.0,161859.0
93625,36.624539,-119.671874,6706.203,2795593.0,2306223.0,2343697.0,2224247.0,2824951.0,3926230.0,2895332.0,4816928.0,3674039.0,2583555.0,2544918.0,2928263.0
93626,37.043286,-119.69130600000001,19.256,590801.0,443292.0,380389.0,332757.0,455777.0,758705.0,1038082.0,1007139.0,669517.0,382768.0,421892.0,583506.0
93627,36.474404,-120.061497,1058.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93628,36.772382,-118.935666,0.0,40116.0,33357.0,31959.0,34546.0,44936.0,64117.0,81183.0,63956.0,46490.0,41527.0,34812.0,38175.0
93630,36.72725,-120.123426,10481.153000000002,3386710.0,2625270.0,9011325.0,6976152.0,20243305.0,15858283.0,9242514.0,19749812.0,18020860.0,10464225.0,2632509.0,3506803.0
93631,36.478239,-119.52136999999999,8296.984,28287269.0,2750855.0,6401049.0,5303846.0,7155683.0,10328033.0,12717343.0,7001416.0,4736588.0,12001298.0,7655344.0,13543177.0
93633,36.822163,-118.649328,0.0,27433.0,25775.0,25132.0,24017.0,35592.0,38911.0,47111.0,37197.0,37782.0,30839.0,22930.0,21759.0
93635,37.068068,-120.843579,7764.8780000000015,27417382.0,23794541.0,23226001.0,21900991.0,14111532.0,35623677.0,44918196.0,25266977.0,36562398.0,6064346.0,54441773.0,43921928.0
93636,36.984885,-119.87391399999998,1629.766,3521261.0,2681118.0,2363207.0,2085365.0,2648672.0,4173347.0,5588807.0,5461195.0,3812228.0,2397074.0,2635946.0,3591881.0
93637,36.918079,-120.185933,23450.67500000001,186826208.0,166451521.0,181970634.0,177155259.0,28314035.0,37754640.0,176649608.0,57909621.0,92432983.0,26157986.0,33929832.0,167767304.0
93638,37.043434000000005,-120.033693,5926.895,12132109.0,9711777.0,11589866.0,12865099.0,20240080.0,26510118.0,33092805.0,32182018.0,24189297.0,17784247.0,12020511.0,13720169.0
93640,36.672683,-120.44652099999999,1372.06,1284411.0,974276.0,1678923.0,1595901.0,2146615.0,2990915.0,3730120.0,2527292.0,1818223.0,1996126.0,947115.0,1325429.0
93641,36.697179999999996,-119.022995,0.0,212821.0,141208.0,136662.0,128970.0,125545.0,138144.0,156831.0,141891.0,115545.0,114897.0,118408.0,135370.0
93643,37.224696,-119.47073799999998,243.59,1239480.0,999277.0,939387.0,828970.0,826937.0,1025514.0,1293282.0,1238105.0,917699.0,821693.0,931280.0,1102530.0
93644,37.377787,-119.63238500000001,296.60900000000004,9189975.0,7709541.0,5306049.0,7355848.0,8225149.0,6481575.0,11361685.0,7418764.0,8707999.0,7675116.0,7645694.0,8332526.0
93645,37.182359000000005,-119.64145,449.776,133377.0,107111.0,104373.0,97882.0,115552.0,159654.0,204353.0,200245.0,144743.0,105578.0,111701.0,133259.0
93646,36.644737,-119.289181,802.069,1348655.0,995041.0,4119739.0,812476.0,4146103.0,1931292.0,2509252.0,2428465.0,1653526.0,926536.0,3037656.0,4374328.0
93647,36.60076,-119.17548500000001,80.711,2977287.0,2416277.0,2728479.0,2388192.0,1474277.0,3859250.0,4909550.0,2877030.0,1950389.0,4537762.0,2556261.0,3031699.0
93648,36.620634,-119.52073100000001,5814.103,1925814.0,1464571.0,1414163.0,1303454.0,1973259.0,6574049.0,7204937.0,3824070.0,5858263.0,4202457.0,3896690.0,4104416.0
93650,36.840813,-119.79981200000002,1043.085,1407221.0,1176475.0,1261069.0,1196684.0,1591649.0,2108677.0,2614313.0,2627592.0,1982150.0,1385135.0,1252397.0,1380531.0
93651,36.999336,-119.518794,403.686,513853.0,389497.0,343606.0,315767.0,391961.0,630868.0,844076.0,821861.0,558621.0,356660.0,365866.0,465350.0
93652,36.595012,-119.904577,411.209,105937.0,79981.0,72596.0,64011.0,85203.0,115598.0,145219.0,141518.0,103123.0,66385.0,69959.0,109838.0
93653,37.248335,-119.94493500000002,0.0,342816.0,272000.0,255613.0,230107.0,270442.0,393419.0,505462.0,484677.0,345544.0,238384.0,253973.0,321805.0
93654,36.658709,-119.401274,6946.644000000001,11034093.0,9084978.0,3717942.0,3372235.0,20822867.0,25018394.0,38420731.0,43621473.0,29201794.0,12513173.0,3887920.0,5257331.0
93656,36.450225,-119.934478,4493.8229999999985,1139537.0,890065.0,867017.0,3882147.0,5801828.0,7044851.0,2153720.0,2109347.0,2646519.0,893708.0,888603.0,1209397.0
93657,36.817791,-119.45760200000001,4355.0109999999995,17935467.0,13382775.0,16717027.0,17063113.0,14629788.0,20890097.0,25689440.0,25398937.0,19290858.0,17682716.0,13805039.0,20553706.0
93660,36.585446000000005,-120.173897,570.96,528613.0,399648.0,374702.0,332194.0,494450.0,1324643.0,1031378.0,983622.0,681088.0,381151.0,388318.0,559674.0
93662,36.536573,-119.638651,8092.906000000003,20121881.0,17528251.0,9700307.0,9171138.0,15901502.0,21162097.0,22003037.0,29568056.0,21603731.0,13620758.0,32533640.0,9147672.0
93664,37.129364,-119.219563,0.0,209021.0,166326.0,142183.0,125771.0,119033.0,131524.0,163138.0,145845.0,126195.0,120451.0,139419.0,165582.0
93665,36.960108,-120.64806000000002,0.0,0.0,81662.0,80276.0,75349.0,100347.0,146532.0,182719.0,172757.0,130104.0,83541.0,84625.0,117186.0
93666,36.547067,-119.335641,23.715,94182.0,73624.0,71851.0,64843.0,92986.0,137450.0,172980.0,170901.0,117257.0,75148.0,75219.0,97469.0
93667,36.955940000000005,-119.33529399999999,8.203,702956.0,570576.0,536132.0,488700.0,526353.0,711565.0,917887.0,894483.0,644551.0,494985.0,568438.0,690765.0
93668,36.650275,-120.284085,455.05400000000003,252880.0,193592.0,179338.0,161152.0,212929.0,319234.0,543153.0,388443.0,275006.0,170595.0,183999.0,271358.0
93669,37.290563,-119.548406,0.0,99264.0,78558.0,78646.0,70594.0,72178.0,88375.0,120542.0,105563.0,79453.0,70351.0,81135.0,96717.0
93670,,,603.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93673,36.452697,-119.482343,28.244,107768.0,79649.0,74796.0,69336.0,92544.0,135968.0,167593.0,164645.0,117477.0,70955.0,74040.0,108844.0
93675,36.724723,-119.192779,19.927,1243040.0,977942.0,920690.0,845965.0,931117.0,1237394.0,1580316.0,1502645.0,1092831.0,845231.0,915312.0,1108573.0
93701,36.749660999999996,-119.78768500000001,42.955,3182183.0,2590793.0,1190003.0,1090942.0,1570435.0,2357924.0,5462652.0,2899812.0,2080466.0,1235842.0,2755576.0,3200896.0
93702,36.739194,-119.753933,1397.96,6335572.0,4712279.0,4594718.0,7403882.0,6142486.0,9542481.0,17387005.0,11628705.0,8026798.0,8976388.0,7907983.0,9619260.0
93703,36.76886,-119.76239299999999,1830.59,9119784.0,7538019.0,7922230.0,7264569.0,9895033.0,13867116.0,16655127.0,16546964.0,12090836.0,8111759.0,7562664.0,8871340.0
93704,36.799054,-119.801608,635.053,11219379.0,9361987.0,7869034.0,9111454.0,10215046.0,14871803.0,18966487.0,21789785.0,12979399.0,10538654.0,9829728.0,9318783.0
93705,36.786671000000005,-119.82833500000001,153.58300000000003,6472876.0,5074101.0,6939698.0,4761915.0,9418452.0,14090624.0,17862229.0,14162499.0,12269199.0,5238187.0,5147132.0,8326156.0
93706,36.652065,-119.90659099999999,11036.229999999996,19757014.0,16754125.0,27842236.0,16158926.0,25763437.0,20826936.0,37110209.0,24848371.0,42019607.0,36540416.0,17331362.0,18873920.0
93710,36.822348999999996,-119.76024299999999,3160.403,15994394.0,13732765.0,14961614.0,14371503.0,18608702.0,24326388.0,29569295.0,29766404.0,22695208.0,16677909.0,15026224.0,15782000.0
93711,36.834289,-119.83335,1756.279,19604846.0,16459989.0,17199779.0,16257377.0,21043399.0,29411014.0,36633783.0,35869077.0,26389959.0,18181010.0,17501599.0,19306899.0
93720,36.862209,-119.76079299999999,5779.293999999997,24048821.0,20577463.0,21313026.0,20245921.0,26379094.0,35889618.0,44989317.0,44849093.0,33289540.0,23522965.0,22141192.0,23676545.0
93721,36.732890999999995,-119.78373899999998,4384.404,12394888.0,11081336.0,14255487.0,10312006.0,16940401.0,19694203.0,14721331.0,23445519.0,19375118.0,12597514.0,9242932.0,9356678.0
93722,36.799361,-119.874794,2416.8799999999965,23903292.0,19922454.0,20768913.0,19065969.0,26185289.0,37115859.0,46409536.0,46822020.0,34353254.0,21719909.0,20418703.0,23392874.0
93723,36.793477,-119.956818,12.107999999999999,2157435.0,1632595.0,1416493.0,1234869.0,1746463.0,2894830.0,3921066.0,3851286.0,2721486.0,1564190.0,1688108.0,2160112.0
93724,,,15.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93725,36.627210999999996,-119.73188799999998,11268.931999999999,14850083.0,12922672.0,13849104.0,27206453.0,198910536.0,216220651.0,37047370.0,248073444.0,161901029.0,195840268.0,169941812.0,30000911.0
93726,36.793661,-119.76146100000001,1344.5640000000008,13545410.0,11279457.0,12014735.0,11552256.0,15953972.0,22198198.0,27429551.0,26938218.0,19466475.0,13120274.0,12057335.0,13206088.0
93727,36.751519,-119.68060200000001,5539.3859999999995,24677090.0,20510425.0,21160332.0,19738574.0,26638497.0,37331113.0,81090126.0,47008895.0,34253595.0,22635195.0,20933020.0,23749503.0
93728,36.757294,-119.81848799999999,842.541,5718960.0,4557894.0,4731080.0,4347494.0,6020287.0,8281824.0,10030888.0,9920030.0,7338695.0,4878433.0,4586673.0,5610742.0
93730,36.905389,-119.748632,486.422,2829417.0,2185275.0,1873645.0,1630714.0,2403301.0,4304039.0,5920429.0,5895722.0,3880532.0,2006670.0,2231930.0,2880932.0
93737,,,0.0,1040441.0,767763.0,658884.0,582495.0,891963.0,1563167.0,2099646.0,2063526.0,1355978.0,757942.0,807454.0,1076047.0
93740,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93741,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93760,,,24.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93901,36.636344,-121.62397800000001,3702.807,23737255.0,29314567.0,27742824.0,49800742.0,62503402.0,43876847.0,46446498.0,82170483.0,91334930.0,70693080.0,38620394.0,32453247.0
93905,36.682351000000004,-121.60590400000001,1353.9800000000002,5091895.0,7340289.0,7631083.0,7229878.0,7437702.0,7253349.0,7621430.0,7996168.0,7941754.0,3955650.0,7831798.0,8501168.0
93906,36.722714,-121.633649,1164.398,7596302.0,11694702.0,12250960.0,11743032.0,11602476.0,11562048.0,12261972.0,12808756.0,12747782.0,5964916.0,12579696.0,13384974.0
93907,36.769389000000004,-121.66753200000001,1189.4350000000004,4387394.0,11633329.0,9012736.0,8816315.0,7550298.0,5923083.0,6152150.0,6487079.0,11895402.0,3218379.0,6605906.0,7280001.0
93908,36.651745,-121.59944399999999,3102.163,3830549.0,2905463.0,5113649.0,2588412.0,2553149.0,22225768.0,2461333.0,22713090.0,2619002.0,2717559.0,3034968.0,3753984.0
93920,36.092975,-121.549826,298.034,215881.0,145746.0,150796.0,145334.0,145523.0,388111.0,158428.0,420207.0,409997.0,171146.0,181719.0,192005.0
93921,36.553175,-121.92396000000001,134.78,2033022.0,1699622.0,1716040.0,1651218.0,1647065.0,1499553.0,1687599.0,1706196.0,1582945.0,1672848.0,1715605.0,1914616.0
93923,36.448671999999995,-121.849502,257.132,9416146.0,7490718.0,8092278.0,7530236.0,8096016.0,7028587.0,7557400.0,7785994.0,7365894.0,7946583.0,7662328.0,8813402.0
93924,36.415603000000004,-121.637651,41.683,2200465.0,1695343.0,1601653.0,1445205.0,1433053.0,1338572.0,1339715.0,1475133.0,1490816.0,1556222.0,1762949.0,2136533.0
93925,36.588003,-121.39891200000001,124.441,237911.0,175846.0,320693.0,294902.0,305055.0,291166.0,307172.0,330361.0,314472.0,318332.0,191666.0,233046.0
93926,36.52587,-121.396735,2432.859,1023011.0,1790456.0,1662783.0,1555731.0,1626222.0,1312223.0,1420268.0,1591808.0,5869080.0,5939487.0,837477.0,1020634.0
93927,36.248796999999996,-121.38663100000001,478.76,1940455.0,2857498.0,1488834.0,2773346.0,1388382.0,2565134.0,1482595.0,2904973.0,2926376.0,2745863.0,3117007.0,1960398.0
93930,36.205059999999996,-121.01036299999998,1494.1169999999993,4310030.0,3594836.0,3760906.0,3514992.0,9527658.0,10169462.0,1527776.0,12349229.0,11035146.0,7396803.0,3251883.0,3698676.0
93932,35.989792,-121.05593300000001,84.788,226678.0,182485.0,159296.0,143973.0,158907.0,202195.0,256060.0,248006.0,191458.0,158717.0,166853.0,218895.0
93933,36.686845,-121.78688700000001,2448.863,8004958.0,2939361.0,5916835.0,5665710.0,5720283.0,5432528.0,5948883.0,6369039.0,6067389.0,2871658.0,6344712.0,6853384.0
93940,36.574690000000004,-121.84085400000001,2327.196000000001,23868244.0,20458847.0,20816866.0,20392883.0,20452010.0,19104033.0,21003494.0,21896522.0,20980237.0,4412256.0,20871765.0,21763900.0
93943,36.597004,-121.87413600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93944,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93950,36.621181,-121.925179,41.765,3024427.0,2437682.0,2441775.0,2237892.0,2232862.0,2050234.0,2154221.0,2181433.0,2063494.0,2234971.0,2411395.0,2894890.0
93953,36.585219,-121.945282,52.185,2237796.0,1907897.0,1901212.0,1774513.0,1785535.0,1651077.0,1757546.0,1797573.0,1681413.0,1793650.0,1884172.0,2110818.0
93954,36.133362,-120.92851200000001,200.618,88452.0,68358.0,63553.0,55060.0,55977.0,57299.0,62266.0,63435.0,61549.0,60065.0,62164.0,87882.0
93955,36.61441,-121.786901,1571.2779999999998,8937713.0,7430427.0,7527100.0,7156788.0,7224242.0,6963505.0,7388608.0,7807203.0,7554845.0,3007362.0,7682249.0,8505464.0
93960,36.389618,-121.34314599999999,3872.218,6519805.0,3555117.0,11683804.0,6666986.0,14471653.0,14184356.0,1630012.0,16492353.0,9546862.0,10030339.0,6751549.0,3417558.0
93962,36.624716,-121.64648700000001,0.0,0.0,105104.0,108689.0,99251.0,99375.0,92817.0,96781.0,101219.0,101992.0,107305.0,113784.0,137281.0
94002,37.514352,-122.298896,222.655,9628943.0,8097820.0,8289464.0,7678595.0,7734853.0,7764476.0,7973465.0,8304361.0,8570943.0,4116296.0,8308627.0,9348962.0
94005,37.688826,-122.40893500000001,211.99599999999998,5217040.0,4663050.0,4963934.0,4625193.0,4850175.0,4756903.0,4759410.0,4933720.0,4931657.0,656328.0,4627163.0,4932233.0
94010,37.57028,-122.365778,1782.7829999999994,28034792.0,23843388.0,25101966.0,23613085.0,23787155.0,24027299.0,24573381.0,25612554.0,55944771.0,9062445.0,25477222.0,22385842.0
94014,37.690884000000004,-122.447441,1201.928,12463331.0,10603139.0,11030328.0,10011092.0,10535600.0,10319271.0,10657296.0,11071655.0,10805891.0,11152064.0,10988256.0,11975645.0
94015,37.681264,-122.480589,1291.482,14850901.0,12700517.0,13284854.0,12547769.0,12568694.0,12162501.0,12726938.0,13255141.0,13020945.0,13245008.0,13351872.0,14706157.0
94018,,,11.472,1153220.0,960415.0,934541.0,1312929.0,1304387.0,1214579.0,1224841.0,1291317.0,1231419.0,1303059.0,1407899.0,1090858.0
94019,37.469453,-122.411841,540.9319999999999,5563461.0,4681897.0,4801115.0,2196898.0,2162548.0,2014495.0,2056369.0,2133963.0,2069143.0,2262992.0,4860266.0,5177193.0
94020,37.274612,-122.23241999999999,0.0,573577.0,458526.0,458274.0,411555.0,379135.0,338992.0,345041.0,349966.0,351998.0,391178.0,454163.0,548317.0
